days,lengths,weights,temperature,F_T,dissolved_oxygen,F_Od,ph,F_Ph,total_ammonia,F_Am,nitrite,F_Nitri,nitrate,F_Nitra,FactorCrecimiento
126,6.428392790973452,1.4779588433905704,21.458550418342305,0.5676811977072123,8.446462786891875,1.0,6.999180368523387,1.0,0.1730509784163028,1.0,0.1455385655743228,0.920307510244935,97.27981348040367,1.0,0.5224412696747872
127,6.495940054024626,1.525132829323518,19.917100836684604,0.7603623954144245,8.19647793711271,1.0,6.929200573995898,1.0,0.1482044370229727,1.0,0.1247064947593926,0.9567636341710628,93.53712643575938,1.0,0.7274870887237195
128,6.564069792057495,1.573808488316445,18.37565125502691,0.9530435931216364,8.369429401968446,1.0,6.871535768101474,1.0,0.184583614230879,1.0,0.1391191168307038,0.9315415455462682,98.97791004874536,1.0,0.8877997017094981
129,6.632784351426047,1.6240333605116302,16.83420167336921,1.0,8.131305493868366,1.0,6.837590154903444,1.0,0.1407712194334582,1.0,0.1192754578223638,0.9662679488108632,92.38957549707092,1.0,0.9662679488108632
130,6.702086029703539,1.6758564740910231,15.292752091711511,1.0,7.969564068783635,1.0,6.7589460570543,1.0,0.0982619405498286,1.0,0.1057970057319695,0.9898552399690532,85.99633085060024,1.0,0.9898552399690532
131,6.771977074310813,1.7293283907500672,15.504831760963963,1.0,8.128623820722973,1.0,6.850553031584759,1.0,0.1518544355925168,1.0,0.1190519850602477,0.9666590261445666,94.0179798050648,1.0,0.9666590261445666
132,6.842459681135166,1.784501252489257,15.6835095955978,1.0,8.26263219669835,1.0,6.830950248720342,1.0,0.1471048852852579,1.0,0.1302193497248625,0.9471161379814906,93.28795457325354,1.0,0.9471161379814906
133,6.913535993140248,1.8414288297568429,15.793091382662093,1.0,8.344818536996568,1.0,6.986482336193334,1.0,0.1887809868789127,1.0,0.1370682114163806,0.9351306300213338,99.52141495588812,1.0,0.9351306300213338
134,6.985208098967497,1.9001665709766595,16.03693567343702,1.0,8.527701755077768,1.0,6.955713991849237,1.0,0.1853050826590262,1.0,0.1523084795898139,0.9084601607178256,98.9817176162117,1.0,0.9084601607178256
135,7.057478031529625,1.960771653495516,16.27943825669301,1.0,8.709578692519756,1.0,7.088377404440788,1.0,0.2589425137696515,0.9292689834764182,0.1674648910433129,0.8819364406742023,110.00866915198613,1.0,0.8195561797161264
136,7.130347766596667,2.0233030359850668,15.93227326082788,1.0,8.449204945620908,1.0,6.97650476774244,1.0,0.177562260236063,1.0,0.1457670788017423,0.9199076120969508,97.782622097291,1.0,0.9199076120969508
137,7.203819221375179,2.0878215123335915,15.877228178524415,1.0,8.407921133893312,1.0,6.972740556214832,1.0,0.1812815875283281,1.0,0.142326761157776,0.925928167973892,98.3211719054207,1.0,0.925928167973892
138,7.277894253081145,2.1543897670635057,16.014821720419942,1.0,8.511116290314956,1.0,6.987772715394019,1.0,0.2177525163893875,0.9786969803327348,0.1509263575262463,0.9108788743290688,103.7721274214273,1.0,0.8914744037547402
139,7.352574657507163,2.223072432310812,15.715849703821178,1.0,8.286887277865883,1.0,6.944307348288656,1.0,0.1469676840534386,1.0,0.1322406064888236,0.9435789386445588,93.13439006317904,1.0,0.9435789386445588
140,7.427862167584551,2.293936146403173,16.106239661411347,1.0,8.57967974605851,1.0,7.008052917907658,1.0,0.2151731648332172,0.9817922022001392,0.1566399788382091,0.900880037033134,103.34487690772424,1.0,0.8844769954769036
141,7.503758451941,2.367049614073484,16.24685244172155,1.0,8.685139331291163,1.0,7.042668818779416,1.0,0.2508280992578037,0.9390062808906356,0.1654282776075969,0.8855005141867053,108.6724650602051,1.0,0.8314905445532037
142,7.580265113454399,2.4424836683462616,15.655362028738455,1.0,8.241521521553842,1.0,6.911228890487113,1.0,0.133386538182621,1.0,0.1284601267961534,0.9501947781067316,91.03526826857164,1.0,0.9501947781067316
143,7.657383687803525,2.52031133413434,15.804333455350362,1.0,8.35325009151277,1.0,7.0039690053869,1.0,0.1841260227056821,1.0,0.1377708409593975,0.9339010283210544,98.62492390920566,1.0,0.9339010283210544
144,7.735115642016271,2.6006078935835686,16.29724446376129,1.0,8.72293334782097,1.0,7.0038403207652085,1.0,0.2349221022610977,0.9580934772866828,0.1685777789850807,0.8799888867761088,106.22277069910598,1.0,0.843111612504959
145,7.813462373016134,2.6834509532034265,16.11731556538499,1.0,8.587986674038744,1.0,7.001119986978939,1.0,0.2273680139740454,0.9671583832311454,0.157332222836562,0.8996686100360165,105.0678005972667,1.0,0.8701220383262456
146,7.892425206167664,2.7689205128215058,15.397492967387372,1.0,8.04811972554053,1.0,6.842702621012172,1.0,0.1150102825211757,1.0,0.1123433104617108,0.978399206692006,88.19199878184432,1.0,0.978399206692006
147,7.972005393821655,2.8570990363998474,15.328815525714052,1.0,8.04811972554053,1.0,6.831008884064531,1.0,0.1064724203097197,1.0,0.1123433104617108,0.978399206692006,86.88889867510488,1.0,0.978399206692006
148,8.052204113860794,2.9480715247511284,16.004082238276542,1.0,7.040099771283776,1.0,6.9716309356669965,1.0,0.210847055139992,0.9869835338320097,0.193619425384759,0.8361660055766718,102.52240109085508,1.0,0.8252820790542594
149,8.1330224682466,3.0419255901925446,16.273280752485828,1.0,6.032079817027021,1.0,7.05276397363813,1.0,0.2332677687132466,0.960078677544104,0.2748955403078072,0.6939328044613374,105.86255000865204,1.0,0.6662300892117121
150,8.214461481568398,3.1387515331750167,16.228883716684383,1.0,5.024059862770265,0.7560149656925663,7.063922620326467,1.0,0.2278982286753558,0.9665221255895732,0.3561716552308554,0.5516996033460031,105.03390237836248,1.0,0.4031297643789061
151,8.29652209959522,3.2386424209251388,16.052672909552268,1.0,4.016039908513511,0.5040099771283777,7.031679023977506,1.0,0.2121962551451662,0.9853644938258004,0.4374477701539035,0.4094664022306687,102.6551380974003,1.0,0.2033547472114827
152,8.379205187831388,3.3416941681368417,15.8437304927002,1.0,3.0080199542567545,0.1,6.969426107519396,1.0,0.1707725548384501,1.0,0.5187238850769518,0.05,96.41787012728076,1.0,0.005000000000000001
153,8.462511530076677,3.448005619749249,16.01551102920844,1.0,2.0,0.1,6.99361621250665,1.0,0.206196176864064,0.9925645877631232,0.6,0.05,101.7074628609835,1.0,0.004962822938815617
154,8.546441826991943,3.557678635846679,16.0208094451464,1.0,2.917734461541178,0.1,7.041815327230908,1.0,0.2079423939806136,0.9904691272232636,0.5348112051284315,0.05,101.9452143093702,1.0,0.004952345636116319
155,8.630996694671053,3.6708181787159537,16.14602882967814,1.0,3.835468923082356,0.1,7.064991247445626,1.0,0.2003158546072867,0.999620974471256,0.469622410256863,0.3531607820504897,100.77682890070652,1.0,0.03530269250983414
156,8.716176663220075,3.787532402095316,16.698206105034988,1.0,4.753203384623534,0.6883008461558835,7.182514900793377,1.0,0.3071361007263938,0.8714366791283275,0.4044336153852945,0.4672411730757345,116.77524516391986,1.0,0.2802562100564776
157,8.80198217534462,3.907932742648338,16.324427371153135,1.0,5.670937846164712,0.917734461541178,7.095594277064165,1.0,0.2419193955335494,0.9496967253597408,0.339244820513726,0.5813215641009795,116.77524516391986,1.0,0.5066620943153242
158,8.88841358494626,4.032134013694981,15.749555907028064,1.0,6.58867230770589,1.0,6.951599557335943,1.0,0.1511295207587534,1.0,0.2740560256421575,0.6954019551262245,124.4201961311359,1.0,0.6954019551262245
159,8.975471155729018,4.160254501230653,15.82942440996754,1.0,7.506406769247068,1.0,6.986654848729889,1.0,0.1960735131694304,1.0,0.208867230770589,0.8094823461514692,132.06514709835193,1.0,0.8094823461514692
160,9.06315505981684,4.2924160622626815,15.898854974384328,1.0,8.424141230788246,1.0,6.968675254769441,1.0,0.1703918640338863,1.0,0.1436784358990205,0.923562737176714,139.71009806556793,1.0,0.923562737176714
161,9.151465376383095,4.428744225491928,16.351616623252998,1.0,8.763712467439747,1.0,7.100561125684362,1.0,0.2509033544001487,0.9389159747198216,0.1719760389533123,0.8740419318317034,147.35504903278397,1.0,0.8206519323717597
162,9.240402090293015,4.569368294365281,16.45671868868111,1.0,8.842539016510832,1.0,7.136676440374843,1.0,0.2688437804482591,0.9173874634620892,0.1785449180425693,0.8625463934255037,155.0,0.99,0.7833763555031661
163,9.329965090760174,4.71442145252287,16.09612141430966,1.0,8.572091060732246,1.0,7.064832390213267,1.0,0.1931984950639319,1.0,0.1560075883943538,0.9019867203098808,147.84460355284503,1.0,0.9019867203098808
164,9.420154170017948,4.864040871661356,16.303770173414687,1.0,8.727827630061014,1.0,7.150550724194463,1.0,0.249644539926355,0.940426552088374,0.1689856358384178,0.8792751372827687,140.6892071056901,1.0,0.8268936856918659
165,9.51096902200703,5.01836782183212,16.52219962862236,1.0,8.891649721466772,1.0,7.188943208515775,1.0,0.2604755814009661,0.9274293023188406,0.1826374767888976,0.8553844156194292,133.53381065853512,1.0,0.7933085717923364
166,9.602409241080045,5.177547784190411,16.790738845915886,1.0,9.093054134436914,1.0,7.258761294172009,0.9608258038853272,0.2955150877914783,0.885381894650226,0.1994211778697428,0.8260129387279501,126.37841421138016,1.0,0.7026873655227698
167,9.69447432072428,5.34173056620832,16.874051601859904,1.0,9.155538701394928,1.0,7.251986823435341,0.9653421177097729,0.3253410198390692,0.849590776193117,0.2046282251162439,0.8169006060465731,119.2230177642252,1.0,0.6699775676364899
168,9.787163652303658,5.511070419361047,16.130456117258145,1.0,8.597842087943608,1.0,7.037113207088512,1.0,0.2081378494057569,0.9902345807130916,0.1581535073286339,0.8982313621748906,101.61591289963305,1.0,0.8894597563066019
169,9.880476523820947,5.685726159292264,15.471525025131326,1.0,8.103643768848494,1.0,6.873886988470053,1.0,0.1320777792259827,1.0,0.1169703140707078,0.9703019503762612,90.1801559562664,1.0,0.9703019503762612
170,9.974412118701345,5.865861288460285,15.330284938285205,1.0,7.997713703713904,1.0,6.789410786723052,1.0,0.11523820523601,1.0,0.1081428086428253,0.9857500848750556,87.62736425010519,1.0,0.9857500848750556
171,10.068969514598514,6.0516441212622345,15.4803526582059,1.0,8.110264493654425,1.0,6.831728271775544,1.0,0.1317190601212811,1.0,0.1175220411378686,0.9693364280087298,90.0725356418619,1.0,0.9693364280087298
172,10.164147682224156,6.243247911628857,15.8742276542046,1.0,8.40567074065345,1.0,6.943883587352515,1.0,0.1858807312321778,1.0,0.1421392283877874,0.926256350321372,98.16973622198758,1.0,0.926256350321372
173,10.25994548420219,6.440850983077091,16.17637860790984,1.0,8.63228395593238,1.0,7.0532547712950695,1.0,0.2244609002873169,0.9706469196552197,0.161023662994365,0.8932085897598612,103.92962626379916,1.0,0.866990166259992
174,10.35636167394872,6.644636861202217,16.344343364502542,1.0,8.758257523376907,1.0,7.101380014824676,1.0,0.2399681524368545,0.9520382170757746,0.1715214602814088,0.8748374445075345,106.22850158059998,1.0,0.8328786809000801
175,10.453394894578816,6.854794408585135,16.388811837855993,1.0,8.791608878391996,1.0,7.170484132916017,1.0,0.25542484876632,0.933490181480416,0.1743007398659996,0.8699737052345006,108.51972439887211,1.0,0.8121119119825438
176,10.551043677841273,7.07151796208375,16.46134422198983,1.0,8.846008166492373,1.0,7.138764285579711,1.0,0.2463944600365412,0.9443266479561504,0.1788340138743644,0.8620404757198623,107.1378234168759,1.0,0.8140477928390628
177,10.649306443082422,7.29500747247063,16.531082642590917,1.0,8.898311981943188,1.0,7.265745365246044,0.9561697565026376,0.282178945802238,0.9013852650373144,0.1831926651619323,0.8544128359666185,112.47810067004322,1.0,0.736399053255852
178,10.748181496240129,7.525468646371272,16.728877915454206,1.0,9.046658436590654,1.0,7.237823451825549,0.974784365449634,0.2675946548806613,0.9188864141432064,0.1955548697158877,0.8327789779971964,110.26301659887274,1.0,0.7459335467704143
179,10.8476670288691,7.763113090449272,17.16026976954126,1.0,9.370202327155944,1.0,7.365972226484608,0.8893518490102613,0.3704303602859181,0.7954835676568983,0.2225168605963285,0.785595493956425,125.660895286673,1.0,0.5557811446779768
180,10.947761117198567,8.008158457776071,16.62286926114067,1.0,8.967151945855502,1.0,7.146794298403229,1.0,0.2748002730693671,0.9102396723167596,0.1889293288212918,0.8443736745627393,111.28887653321232,1.0,0.768582416846886
181,11.048461721223502,8.260828596313516,15.568091947374263,1.0,8.1760689605307,1.0,6.966506831667264,1.0,0.1396660436091009,1.0,0.1230057467108916,0.9597399432559396,90.99121604572856,1.0,0.9597399432559396
182,11.149766683830418,8.521353699427426,15.496705972540935,1.0,8.122529479405701,1.0,6.861077928635456,1.0,0.1282527472928713,1.0,0.1185441232838084,0.9675477842533352,89.2516832889526,1.0,0.9675477842533352
183,11.251673729958908,8.789970458339923,15.934117909419882,1.0,8.450588432064912,1.0,6.975940660956239,1.0,0.2030612392468518,0.9963265129037778,0.1458823693387425,0.9197058536572004,100.44541469200588,1.0,0.9163273260714706
184,11.354180465799962,9.066922216416708,16.149909467736716,1.0,8.612432100802536,1.0,7.027043194116388,1.0,0.2105216910671545,0.9873739707194146,0.1593693417335447,0.8961036519662968,101.53694415570976,1.0,0.8847894210181309
185,11.457284378032174,9.352459125173354,16.335555165486376,1.0,8.751666374114782,1.0,7.112955854723502,1.0,0.2478355264304794,0.9425973682834248,0.1709721978428984,0.8757986537749277,107.10649339176466,1.0,0.8255255061944131
186,11.560982833096917,9.646838301871954,16.31752936611646,1.0,8.738147024587347,1.0,7.063151114733111,1.0,0.241217689103117,0.9505387730762596,0.1698455853822788,0.877770225581012,106.08631212168228,1.0,0.8343546332666467
187,11.665273076513508,9.950323988565607,15.89615721623828,1.0,8.42211791217871,1.0,6.94482176295367,1.0,0.1881591433706904,1.0,0.1435098260148924,0.9238578044739384,98.10005313883003,1.0,0.9238578044739384
188,11.770152232235498,10.2631877124336,15.34374728530409,1.0,8.007810463978068,1.0,6.803925865766423,1.0,0.1174388541690409,1.0,0.1089842053315056,0.9842776406698652,87.46456932564863,1.0,0.9842776406698652
189,11.875617302049031,10.58570844723488,15.135399376098569,1.0,7.851549532073927,1.0,6.764126909279569,1.0,0.0832429931161396,1.0,0.0959624610061605,1.0,82.30779455602622,1.0,1.0
190,11.981665165014364,10.918172775690945,15.689704333100714,1.0,8.267278249825535,1.0,6.887930300712068,1.0,0.1600401342687309,1.0,0.1306065208187945,0.9464385885671096,93.8000230563855,1.0,0.9464385885671096
191,12.08829257695154,11.26087505259182,16.296075276142027,1.0,8.722056457106518,1.0,7.006005002740672,1.0,0.246735503500672,0.9439173957991936,0.1685047047588765,0.880116766671966,106.777046810029,1.0,0.8307575263962087
192,12.195496169971191,11.61411756840069,16.00776950077438,1.0,8.505827125580783,1.0,6.994130829445838,1.0,0.2050588249600419,0.9939294100479495,0.1504855937983986,0.9116502108528024,100.49833252330468,1.0,0.9061159562430147
193,12.303272452051496,11.978210713113205,15.579159422511482,1.0,8.184369566883612,1.0,6.910999311975014,1.0,0.1330011666769084,1.0,0.1236974639069676,0.9585294381628068,89.66254846437536,1.0,0.9585294381628068
194,12.411617806662171,12.353473140107184,15.897188090543844,1.0,8.422891067907882,1.0,6.949063516401025,1.0,0.1931824275714079,1.0,0.1435742556589901,0.9237450525967672,98.66268751204146,1.0,0.9237450525967672
195,12.520528492436505,12.740231929696783,16.011991649821546,1.0,8.508993737366158,1.0,6.9708370847634695,1.0,0.2089055125767312,0.9893133849079224,0.1507494781138465,0.9111884133007686,100.994193421806,1.0,0.9014508934514623
196,12.630000642892314,13.138822752082682,15.75426552265442,1.0,8.315699141990814,1.0,6.933221346125241,1.0,0.1577494035414193,1.0,0.1346415951659012,0.9393772084596728,93.29392145884393,1.0,0.9393772084596728
197,12.740030266202698,13.549590029365856,15.896360298827185,1.0,8.422270224120389,1.0,6.946178502105102,1.0,0.192710532001629,1.0,0.143522518676699,0.9238355923157768,98.51134431147486,1.0,0.9238355923157768
198,12.850613245017511,13.972887096267694,15.82543444900138,1.0,8.369075836751035,1.0,6.931848232424829,1.0,0.1837076192690581,1.0,0.1390896530625863,0.931593107140474,97.1342781019939,1.0,0.931593107140474
199,12.96174533633631,14.409076359172726,15.626011096626607,1.0,8.219508322469956,1.0,6.909238617957395,1.0,0.1397417037060482,1.0,0.1266256935391629,0.9534050363064648,90.5128864755885,1.0,0.9534050363064648
200,13.073422171433664,14.858529453082896,16.026677789846836,1.0,8.520008342385127,1.0,7.042241135802689,1.0,0.2098235261916492,0.9882117685700208,0.1516673618654272,0.9095821167355024,100.9987884179098,1.0,0.898859752238854
201,13.185639255837568,15.32162739604359,16.512481531252007,1.0,8.884361148439005,1.0,7.15106941200173,1.0,0.2624638436525652,0.9250433876169216,0.1820300957032503,0.8564473325193119,108.86860528238746,1.0,0.7922509417891405
202,13.298391969361724,15.79876074057144,16.756137812950737,1.0,9.067103359713052,1.0,7.1962448836569575,1.0,0.2972748061585794,0.8832702326097048,0.1972586133094211,0.8297974267085131,114.06416735222766,1.0,0.7329353661077629
203,13.4116755661924,16.290329721582545,16.3625971958576,1.0,8.771947896893199,1.0,7.097467943350873,1.0,0.2573357606264579,0.9311970872482506,0.1726623247410998,0.8728409317030752,108.04738439369552,1.0,0.8127869332329528
204,13.52548517503057,16.796744400287434,15.47212765524112,1.0,8.10409574143084,1.0,6.889580891883854,1.0,0.1196593781649701,1.0,0.1170079784525699,0.9702360377080026,87.37016475557789,1.0,0.9702360377080026
205,13.639815799289975,17.318424803484493,15.452343163884263,1.0,8.089257372913199,1.0,6.8827305892536925,1.0,0.126477815590124,1.0,0.1157714477427665,0.9723999664501586,88.36733959419226,1.0,0.9723999664501586
206,13.754662317351745,17.855801057648865,16.12120628908288,1.0,8.59090471681216,1.0,7.010483236275333,1.0,0.2224213342524613,0.9730943988970464,0.15757539306768,0.8992430621315599,102.73345569521884,1.0,0.8750483870072496
207,13.8700194828761,18.409313517176887,16.411530971067826,1.0,8.80864822830087,1.0,7.210906484842535,0.9927290101049764,0.2514288161250267,0.938285420649968,0.175720685691739,0.8674888000394566,107.05935288464902,1.0,0.8080338562061649
208,13.985881925171784,18.979412886108225,17.079322562835806,1.0,9.309491922126854,1.0,7.356374542187797,0.8957503052081357,0.3182332100097015,0.8581201479883582,0.2174576601772378,0.7944490946898338,117.05498095750394,1.0,0.610662341011907
209,14.10224414962362,19.56656033260882,17.758280235661733,1.0,9.8187101767463,1.0,7.576964618431304,0.748690254379131,0.4528826533792676,0.6965408159448789,0.2598925147288582,0.7201880992244982,137.22756795192936,1.0,0.37557328337535756
210,14.219100538178722,20.17122759545726,17.22601563044433,1.0,9.419511722833247,1.0,7.576964618431304,0.748690254379131,0.3340193732582964,0.8391767520900443,0.2266259769027706,0.7784045404201514,119.37345527913094,1.0,0.4890586948145298
211,14.33644534989176,20.793897081735533,16.759204710909515,1.0,9.069403533182134,1.0,7.961571694745043,0.2,0.2986317838945633,0.8816418593265241,0.1974502944318446,0.829461984744272,114.04091237190632,1.0,0.14625768129412178
212,14.45427272152967,21.43506195488245,16.738992083694562,1.0,9.05424406277092,1.0,8.346178771058781,0.2,0.2929792436393201,0.8884249076328159,0.19618700523091,0.8316727408459075,113.16885021452411,1.0,0.14777575559335127
213,14.57257666823612,22.09522621222416,16.38830300429289,1.0,8.791227253219668,1.0,8.730785847372522,0.2,0.251858125455405,0.937770249453514,0.1742689377683056,0.8700293589054651,106.9767319167975,1.0,0.16317752978653177
214,14.691351084256066,22.77490475105142,16.155964396503673,1.0,8.616973297377756,1.0,9.115392923686262,0.2,0.2092910547575605,0.9888507342909272,0.1597477747814796,0.8954413941324106,100.56795838800872,1.0,0.17709157602046516
215,14.810589743720614,23.47462342226749,16.085968796361723,1.0,8.564476597271293,1.0,9.5,0.2,0.2237762640460377,0.9714684831447548,0.1553730497726077,0.9030971628979364,100.56795838800872,1.0,0.17546608619455797
216,14.930286301492371,24.1949190705841,15.795300036935624,1.0,8.346475027701718,1.0,9.035332492816972,0.2,0.1640734994028108,1.0,0.1372062523084764,0.9348890584601662,114.25436671040696,1.0,0.18697781169203326
217,15.050434294071476,24.936339560195893,15.65363480483066,1.0,8.240226103622996,1.0,8.570664985633943,0.2,0.1606271083482659,1.0,0.1283521753019163,0.9503836932216464,127.94077503280523,1.0,0.19007673864432928
218,15.171027140562408,25.699443784815927,15.774865687397622,1.0,8.331149265548216,1.0,8.105997478450915,0.2,0.16777929778318,1.0,0.1359291054623513,0.9371240654408852,141.6271833552035,1.0,0.18742481308817704
219,15.2920581437016,26.48480166090699,16.39860865952341,1.0,8.798956494642557,1.0,7.641329971267886,0.7057800191547425,0.2414983487400674,0.950201981511919,0.1749130412202131,0.8689021778646271,155.31359167760175,0.9893728166447964,0.576522353028923
220,15.413520490945874,27.29299410289545,16.568785216028317,1.0,8.92658891202124,1.0,7.176662464084858,1.0,0.303171692936302,0.8761939684764376,0.1749130412202131,0.8689021778646271,169.0,0.962,0.732396427238268
221,15.535407255621683,28.124612979106136,15.853277674372904,1.0,8.389958255779678,1.0,6.910058050357772,1.0,0.1479824635854555,1.0,0.1999304329761705,0.8251217422917017,156.70173952997655,0.9865965209400468,0.8140622402969827
222,15.657711398135008,28.9802610471091,15.578507863393526,1.0,8.183880897545144,1.0,6.92883416004458,1.0,0.1715759901468428,1.0,0.2249478247321278,0.7813413067187762,144.4034790599531,1.0,0.7813413067187762
223,15.78042576724181,29.860551867122204,15.397779316441156,1.0,8.048334487330866,1.0,6.795984357063615,1.0,0.1075236142203225,1.0,0.2499652164880852,0.7375608711458509,132.10521858992965,1.0,0.7375608711458509
224,15.903543101378803,30.76610969206678,15.70647419883977,1.0,8.279855649129827,1.0,6.93445846593603,1.0,0.1612087825681883,1.0,0.2749826082440426,0.6937804355729255,119.80695811990618,1.0,0.6937804355729255
225,16.02705603005433,31.69756933282877,16.35404986944815,1.0,8.765537402086114,1.0,7.025501141360877,1.0,0.2571839988841625,0.931379201339005,0.3,0.6500000000000001,107.50869764988272,1.0,0.6053964808703534
226,16.150957075299,32.655575997234344,16.027953171445798,1.0,8.520964878584348,1.0,6.9727688841822575,1.0,0.2040809175264889,0.9951028989682132,0.2685883076877059,0.7049704615465147,99.52290017381011,1.0,0.701518149971896
227,16.27523865317572,33.64078510120695,15.438697350795376,1.0,8.079023013096533,1.0,6.884665655615674,1.0,0.1223148395209515,1.0,0.2371766153754118,0.7599409230930293,87.23797596512357,1.0,0.7599409230930293
228,16.3998930753488,34.653862050533746,15.634249110497088,1.0,8.225686832872816,1.0,6.870292134770476,1.0,0.1491188368645093,1.0,0.2057649230631178,0.8149113846395438,91.23889175350492,1.0,0.8149113846395438
229,16.52491255071151,35.6954819916328,15.98270503137845,1.0,8.487028773533837,1.0,6.968972923763115,1.0,0.2118624581165384,0.9857650502601538,0.1743532307508237,0.8698818461860585,100.63108565559922,1.0,0.8574991218259953
230,16.650289187071714,36.76632952967911,15.887064615016476,1.0,8.415298461262356,1.0,6.946027428424258,1.0,0.1740991288673048,1.0,0.1429415384385297,0.924852307732573,94.94757724355736,1.0,0.924852307732573
231,16.77601499289493,37.86709841241792,15.949624477470126,1.0,8.462218358102595,1.0,6.985727265280904,1.0,0.199291619538652,1.0,0.1468515298418828,0.9180098227767052,98.70778771344004,1.0,0.9180098227767052
232,16.902081879104177,38.99849117796874,15.931200384356757,1.0,8.448400288267568,1.0,7.021767439035273,1.0,0.194031475233752,1.0,0.1457000240222973,0.9200249579609796,97.90045436101158,1.0,0.9200249579609796
233,17.02848166093601,40.161218764903424,16.1772630468035,1.0,8.632947285102626,1.0,7.07869024239805,1.0,0.2046942977282337,0.9943668427261196,0.1610789404252188,0.8931118542558671,99.4819228787702,1.0,0.888080814717677
234,17.155206059851903,41.3560000828663,16.85404137067257,1.0,9.140531028004428,1.0,7.196825288799157,1.0,0.2046942977282337,0.9943668427261196,0.2033775856670355,0.8190892250826878,118.00263836187725,1.0,0.8144751666564563
235,17.28224670550425,42.58356154199653,16.277327909460748,1.0,8.707995932095562,1.0,7.069243991853133,1.0,0.3785207232961753,0.7857751320445896,0.1673329943412967,0.8821672599027307,104.8046359407393,1.0,0.693185095135482
236,17.40959513775616,43.84463653941085,15.354017632754443,1.0,8.015513224565833,1.0,6.850670018563042,1.0,0.552347148864117,0.5771834213630597,0.1096261020471528,0.9831543214174826,82.96094414929166,1.0,0.5674603749636199
237,17.537242808754097,45.13996490101078,15.537195915622572,1.0,8.152896936716928,1.0,6.905749345400198,1.0,0.7261735744320584,0.1,0.1210747447264107,0.9631191967287812,92.32693376453336,1.0,0.09631191967287812
238,17.66518108505245,46.47029227689271,15.943062944005774,1.0,8.45729720800433,1.0,6.898388983449023,1.0,0.9,0.1,0.1464414340003609,0.9187274904993684,95.854123883468,1.0,0.09187274904993685
239,17.79340124978904,47.83636948866309,16.05011189327827,1.0,8.537583919958704,1.0,7.017185104182557,1.0,0.7676078258177402,0.1,0.153131993329892,0.9070190116726892,101.9868116856045,1.0,0.09070190116726892
240,17.92189450491051,49.23895182699366,16.05011189327827,1.0,8.372898312469589,1.0,6.944455349414198,1.0,0.6352156516354803,0.4777412180374236,0.139408192705799,0.9310356627648516,93.74292326702384,1.0,0.44479411156556015
241,18.05065197344649,50.67879829779645,18.840089514622612,0.8949888106721731,8.422449048642093,1.0,7.020525275325828,1.0,0.5028234774532205,0.6366118270561354,0.1435374207201744,0.9238095137396948,96.75237315667628,1.0,0.5263501353084242
242,18.179664701831413,52.1566708154539,21.63006713596696,0.5462416080041299,8.764148996599621,1.0,7.045875084275194,1.0,0.3704313032709607,0.7954824360748471,0.1720124163833017,0.873978271329222,105.43102629733406,1.0,0.37976593712415946
243,18.30892366227273,53.673333341607474,24.42004475731131,0.1,8.65543018903974,1.0,7.04869494529666,1.0,0.2380391290887009,0.9543530450935588,0.1629525157533115,0.8898330974317048,104.32484195842528,1.0,0.0849214926158981
244,18.438419755164347,55.22955096809022,27.21002237865565,0.1,8.219599171632643,1.0,6.888740927687643,1.0,0.1386072947432369,1.0,0.1266332643027202,0.9533917874702396,89.39636410155062,1.0,0.09533917874702397
245,18.568143811544022,56.82608894268412,30.0,0.1,8.148363371515206,1.0,6.865718127453975,1.0,0.1464250914852084,1.0,0.1206969476262671,0.9637803416540324,90.5557441964236,1.0,0.09637803416540325
246,18.698086595593203,58.46371163649438,27.152043029973825,0.1,8.209341836389514,1.0,6.900691469552565,1.0,0.1517466719620494,1.0,0.1257784863657928,0.9548876488598624,91.34110907810022,1.0,0.09548876488598625
247,18.828238807178177,60.143181451859405,24.30408605994765,0.1,8.497577569595908,1.0,7.001145442091963,1.0,0.1866104246279801,1.0,0.1497981307996589,0.9128532711005968,96.55822082902117,1.0,0.09128532711005968
248,18.958591084430918,61.86525766985826,21.456129089921475,0.5679838637598156,8.992384143842415,1.0,7.144878779572086,1.0,0.3009603039846107,0.8788476352184672,0.1910320119868679,0.840693979022981,113.6986763139721,1.0,0.419650285820429
249,19.089134006368248,63.630695236639774,18.6081721198953,0.9239784850130874,8.697180056180194,1.0,7.086808003906509,1.0,0.2343903083765783,0.958731629948106,0.1664316713483495,0.8837445751403884,103.701578848336,1.0,0.7828628332451237
250,19.21985809554784,65.44024348797461,15.760215149869127,1.0,8.320161362401846,1.0,7.04469285807955,1.0,0.1508038359002119,1.0,0.1350134468668205,0.938726467983064,103.701578848336,1.0,0.938726467983064
251,19.350753820759405,67.29464481163151,16.53939922735743,1.0,8.904549420518071,1.0,7.204943177352591,0.9967045484316058,0.2722971616768384,0.913243405987794,0.1837124517098392,0.8535032095077814,116.7612630786688,1.0,0.7768875179878767
252,19.481811599749594,69.19463324739539,17.238927920326237,1.0,9.42919594024468,1.0,7.288270758489199,0.9411528276738672,0.3663359159728765,0.8003969008325482,0.2274329950203898,0.7769922587143178,129.8209473090016,1.0,0.585305010156882
